NÚM_REGISTRE,NOM_ENTITAT,ADREÇA,CP,MUNICIPI,COMARCA,TELÈFON_FAX,CORREU_ELECTRÒNIC,TIPUS_ENTITAT,MODALITATS
A00133,PENYA BLANC-BLAVA SANT FELIU LLOBREGAT,"RBLA. MARQUESA CASTELLBELL, 53 AT.",08980,Sant Feliu de Llobregat,Baix Llobregat,93-6661036 /,,Associacions civils i culturals,"Atletisme, Futbol"
A00134,APA COL·LEGI EPISCOPAL VERGE ACADEMIA,"Dr. Combelles, 38",25003,Lleida,Segrià,973-263100 /,,AMPA,Activitats físico-esportives
A00135,AGRUPACION DEPORTIVA ANTORCHA,"Major, 74",25007,Lleida,Segrià,973-200883 /,,Associacions civils i culturals,"Atletisme, Pentatló modern, Piragüisme"
A00136,ASSOCIACIO DE MARES I PARES D'ALUMNES DEL CEIP GASPAR DE PORTOLA,"Escoles, s/n",25600,Balaguer,Noguera,973 445834 /,c5000778@xtec.cat,AMPA,"Atletisme, Basquetbol, Escacs, Futbol sala (Futbol cinc), Handbol, Marxa atlètica  (Atletisme), Minibàsquet  (Bàsquet)"
A00137,APA COL·LEGI BOGATELL BARCELONA,"Ramón Turró, 74",08005,Barcelona,Barcelonès,/,,AMPA,Activitats físico-esportives
A00138,APA CP MIXTO BARNOLA AVINYO,"Indústria, s/n",08279,Avinyó,Bages,/,,AMPA,"Basquetbol, Futbol sala (Futbol cinc), Marxa atlètica  (Atletisme), Natació"
A00139,AAVV DEL TAULAT,"Triomf, 81 bxos.",08005,Barcelona,Barcelonès,93-3090671 /,,Associacions civils i culturals,Atletisme
A00140,ASSOCIACIO DE PARES I MARES DE EL MIRACLE,"Cardenal Arce Ochotorena, s/n",43003,Tarragona,Tarragonès,977-239922 /,,AMPA,"Ball esportiu, Basquetbol, Futbol, Judo, Patinatge sobre rodes"
A00141,APA CP PAU PICASSO,"Pau Picasso, s/n",08914,Badalona,Barcelonès,93-3982711 /,,AMPA,"Atletisme, Basquetbol, Futbol, Futbol sala (Futbol cinc)"
A00142,ASSOCIACIO DE PARES D'ALUMNES DEL COL·LEGI PUBLIC SERRALAVELLA D'ULLAS,d'Olesa s/n,08231,Ullastrell,Vallès Occidental,93-7886566 /,,Seccions Esportives escolars,"Basquetbol, Escacs, Futbol sala (Futbol cinc), Gimcana (ciclisme), Patinatge sobre rodes, Petanca, Tennis taula"
A00143,APA COL·LEGI SANTA CREU DE CALAFELL,"de la Unión, s/n",43820,Calafell,Baix Penedès,/,,AMPA,Activitats físico-esportives
A00144,AMPA DEL CEIP MARE DE DEU DE LA ROCA,"Doctor Segarra, s/n",43300,Mont-roig del Camp,Baix Camp,977-837283 /,,Seccions Esportives escolars,Basquetbol
A00145,SOCIETAT ATENEU DE GUISSONA,"BISBAL, 45",25210,Guissona,Segarra,/,,Associacions civils i culturals,"Billar, Ciclisme, Escacs, Excursionisme, Tennis taula"
A00146,CENTRE CATOLIC DE SANTS,"Jocs Florals, 33",08014,Barcelona,Barcelonès,93-3325037 /,,Associacions civils i culturals,"Futbol, Tennis taula"
A00147,APA ESCOLA JUNGFRAU,"Cayetano Soler, 1",08911,Badalona,Barcelonès,93-3840408 /,,AMPA,"Basquetbol, Futbol sala (Futbol cinc), Minibàsquet  (Bàsquet), Natació"
A00148,APA CP DR. SOBREQUES,"Miquela, s/n",17162,Bescanó,Gironès,972-440228 /,,AMPA,Activitats físico-esportives
A00149,APA CP RAMON I CAJAL,"Mare de Dèu de Lorda, 15",08033,Barcelona,Barcelonès,93-3451731 /,,AMPA,"Basquetbol, Escacs, Excursionisme, Futbol sala (Futbol cinc), Gimnàstica ritmica, Karate, Natació, Patinatge sobre rodes"
A00150,APA CP CAN ZAM,"Victor Hugo, 54-56",08924,Santa Coloma de Gramenet,Barcelonès,93-3912903 /,,AMPA,"Atletisme, Basquetbol, Escacs, Futbol, Futbol sala (Futbol cinc)"
A00151,APA ESCOLA GRADUADA MIXTA DE TORREFARRERA,"d'Alpicat, s/n",25126,Torrefarrera,Segrià,973-750023 /,,AMPA,"Atletisme, Basquetbol, Futbol sala (Futbol cinc), Gimnàstica, Marxa atlètica  (Atletisme), Natació"
A00152,APA ESCOLA GRADUADA ULLDEMOLINS,"dels Martirs, 2",43363,Ulldemolins,Priorat,/,,AMPA,Activitats físico-esportives
A00153,APA CP SANT PERE NOLASC,"Guardiola Feliu, 7-9",08030,Barcelona,Barcelonès,93-3454146 /,,AMPA,"Basquetbol, Futbol, Futbol sala (Futbol cinc), Tennis taula"
A00154,APA COLEGIO INMACULADA CONCEPCION,"València, 252",08007,Barcelona,Barcelonès,93-2152683 /,info@immaculadacic.cat,AMPA,Basquetbol
A00155,APA COL·LEGI NTRA. SRA. DEL ROSARIO,"Arrabal Convento, 33-39",25210,Guissona,Segarra,/,,AMPA,Activitats físico-esportives
A00156,APA CP ENRIC BORRAS,"Harmonia, s/n",08035,Barcelona,Barcelonès,93-2294350 /,,AMPA,"Futbol sala (Futbol cinc), Gimnàstica ritmica, Karate, Natació, Patinatge sobre rodes"
A00157,AAVV GRUP LA PAU,"Grup la Pau, 50 bxos.",08020,Barcelona,Barcelonès,93-3132899 /,,Associacions civils i culturals,Activitats físico-esportives
A00158,APA CP ROGER DE FLOR,"Almogàvers, s/n",08940,Cornellà de Llobregat,Baix Llobregat,93-3760879 /,,AMPA,"Atletisme, Basquetbol, Beisbol, Futbol sala (Futbol cinc)"
A00159,ENSEÑANZA SOCIEDAD COOPERATIVA LIMITADA COL.LEGI LESTONNAC,"Prat de la Riba, 38",25008,Lleida,Segrià,973-231304 /,,Associacions civils i culturals,"Atletisme, Basquetbol, Futbol sala (Futbol cinc), Handbol, Judo, Voleibol"
A00160,ASSOCIACIÓ AGRUPACIO CULTURAL FOLKLORICA BARCELONA,"del Pi, 6 pral.",08002,Barcelona,Barcelonès,93-3188537 /,info@acfbarcelona.cat,Associacions civils i culturals,Excursionisme
A00161,CENTRE MORAL SANT MARTI PROVENCALS,"Meridiana, 97",08026,Barcelona,Barcelonès,93-2453990 /,,Associacions civils i culturals,"Escacs, Excursionisme, Futbol sala (Futbol cinc), Petanca, Tennis taula"
A00162,AGRUPACIO CULTURAL RECREATIVA DE BOMBERS DE TARRAGONA,"Polígon Francolí, s/n",43006,Tarragona,Tarragonès,977-546080 /,,Associacions civils i culturals,"Atletisme, Ciclisme, Excursionisme, Tennis taula"
A00163,PENYA BARCELONISTA DE MONTSERRAT,ABAT CISNEROS (ABADIA MONTSERRAT),08691,Monistrol de Montserrat,Bages,93-8350096 /,,Associacions civils i culturals,"Basquetbol, Futbol, Futbol sala (Futbol cinc), Tennis taula"
A00164,CIUTAT MERIDIANA STAT.COOP.LTDA.,"Les Agudes, 124",08033,Barcelona,Barcelonès,93-3599266 /,,Cooperatives,Activitats físico-esportives
A00165,APA COL·LEGI SANT LLUIS GONZAGA,"Vilardell, 22",08014,Barcelona,Barcelonès,93-4317349 /,,AMPA,"Basquetbol, Futbol sala (Futbol cinc)"
A00166,APA COL·LEGI PUBLIC MUNTANYA,"Alpes, s/n",08901,"Hospitalet de Llobregat, l'",Barcelonès,/,,AMPA,Activitats físico-esportives
A00167,APA CP NTRA. SRA. DEL CARMEN,"Hostal de la Bordeta, 11",25007,Lleida,Segrià,973-201181 /,,AMPA,Activitats físico-esportives
A00168,JOVENTUT CARMELITANA,"QUEVEDO, 38 BXOS.",08012,Barcelona,Barcelonès,93-2103311 /,,Associacions civils i culturals,"Basquetbol, Excursionisme, Futbol"
A00169,APA CP DIEGO DE VELAZQUEZ,"Pont del Treball, s/n",08020,Barcelona,Barcelonès,93-3135493 /,,AMPA,Activitats físico-esportives
A00170,AAVV MONTILIVI,"Montilivi, 4 bxos.",17002,Girona,Gironès,972-216773 /,,Associacions civils i culturals,Futbol sala (Futbol cinc)
A00171,APA CP TORRENT D'EN MELIS,"Varsòvia, 151",08026,Barcelona,Barcelonès,93-2353391 /,,AMPA,"Basquetbol, Futbol, Futbol sala (Futbol cinc), Tennis taula"
A00172,FOMENT MARTINENC,"Provença, 591-593",08026,Barcelona,Barcelonès,93-2357376 /,,Associacions civils i culturals,"Escacs, Espeleologia, Esports Hivern (veure esports neu gel trineu), Excursionisme, Futbol sala (Futbol cinc), Tennis taula"
A00173,APA ESCOLA GINESTA,"Via Favencia, 80",08031,Barcelona,Barcelonès,93-4272167 /,,AMPA,Activitats físico-esportives
A00174,APA COL·LEGI PUBLIC JOAN XXIII,"Escoles, s/n",08550,Balenyà,Osona,93-8820161 /,,AMPA,"Basquetbol, Futbol sala (Futbol cinc)"
A00175,PATRONATO ESC. CIV. DEP. GUINEUETA,"CASTOR, S/N",08031,Barcelona,Barcelonès,93-3501950 /,,Associacions civils i culturals,Futbol
A00176,CASAL DE SANT PERE DE TERRASSA,"Major de Sant Pere, 63",08222,Terrassa,Vallès Occidental,93-7830729 /,,Associacions civils i culturals,Basquetbol
A00177,ASSOCIACIO DE PARES I MARES D'ALUMNES DEL CEIP JOSEP MARIA GINESTA,"Sant Josep, s/n",08291,Ripollet,Vallès Occidental,93-6922791 /,,AMPA,Basquetbol
A00178,APA ESCOLES BAETULO,"Sant Antoni Abad, 10-12",08913,Badalona,Barcelonès,93-3877191 /,,AMPA,"Basquetbol, Poliesportiu"
A00179,AAVV LES FRANQUESES,"Córdoba, 45 bxos.",08924,Santa Coloma de Gramenet,Barcelonès,/,,Associacions civils i culturals,"Escacs, Futbol, Futbol sala (Futbol cinc), Petanca, Poliesportiu, Tennis taula"
A00180,ASOCIACION PROMOTORA SOCIO-CULTURAL,"Menorca, 4 2n. A",08210,Barberà del Vallès,Vallès Occidental,93-7184629 /,,Associacions civils i culturals,Activitats físico-esportives
A00181,CLUB DEPORTIVO CULTURAL TORRENTE CARMELO,"Torrent del Carmel, 9",08032,Barcelona,Barcelonès,93-2297481 /,,Associacions civils i culturals,"Atletisme, Basquetbol, Excursionisme, Gimnàstica, Judo, Karate"
A00182,APA COLEGIO PEDAGOGIUM SAN FERNANDO,"Bruniquer, 25",08012,Barcelona,Barcelonès,/,,AMPA,Activitats físico-esportives
A00183,CLUB DE JUBILATS DE CAN FRANQUESA,"Formentera, 9",08924,Santa Coloma de Gramenet,Barcelonès,/,,Associacions civils i culturals,"Escacs, Gimnàstica, Petanca"
A00184,APA EXALUMNES I AMICS DEL COL·LEGI JOAN XXIII,"Pius  XII, 4",25003,Lleida,Segrià,973-269553 /,,AMPA,"Atletisme, Basquetbol, Futbol sala (Futbol cinc), Handbol"
A00185,ASSOCIACIO GENT GRAN ESPLAI SANLLEHY,"Valseca, 2",08024,Barcelona,Barcelonès,93-2101904 /,,Associacions civils i culturals,"Botxes (Petanca), Dards, Excursionisme, Natació, Tennis taula"
A00186,APA COLEGIO PUBLICO POMPEU FABRA,"Tibidabo, 1-3",08820,"Prat de Llobregat, el",Baix Llobregat,93-3795616 /,,AMPA,"Atletisme, Basquetbol, Escacs, Futbol, Futbol sala (Futbol cinc), Handbol, Natació, Patinatge sobre rodes"
A00187,ASSOCIACIO L'AVENÇ CENTRE CULTURAL,"Angel Guimerà, 27-29",08950,Esplugues de Llobregat,Baix Llobregat,93-3171001 /,,Associacions civils i culturals,"Billar, Coloms esportius, Escalada, Espeleologia, Excursionisme, Pesca Esportiva, Tennis taula"
A00188,APA CP POMPEU FABRA,"Francesc Macià, 12 1r",43881,Cunit,Baix Penedès,/,,AMPA,"Futbol, Futbol sala (Futbol cinc), Judo, Patinatge sobre rodes, Tennis"
A00189,ASSOCIACIO CASAL DE L'EIXAMPLE,"Catalunya, 27 pral.",08007,Barcelona,Barcelonès,93-3171988 /,,Associacions civils i culturals,"Gimnàstica, Natació, Petanca, Tai-jitsu"
A00190,PENYA BLAUGRANA IGUALADA,"SANT MAGI, 11 -BAR CAPRI-  APT.411",08700,Igualada,Anoia,93-8036007 /,,Associacions civils i culturals,"Futbol, Handbol"
A00191,FEDERACIÓ D'ASSOCIACIONS DE LA TERCERA EDAT DE CATALUNYA (FATEC),"BERTRAN, 41, BXS.",08023,Barcelona,Barcelonès,93-2150233 /,,Associacions civils i culturals,"Gimnàstica, Ioga, Natació, Petanca, Tai txi, Tennis"
A00192,CASAL MONTBLANQUI,"Del Casal, 2",43400,Montblanc,Conca de Barberà,977-860170 /,,Associacions civils i culturals,"Basquetbol, Ciclisme, Futbol sala (Futbol cinc), Hoquei sobre patins, Patinatge artístic, Patinatge sobre rodes"
A00193,AAVV COLL-VALLCARCA,"Mòra d'Ebre, 29 A Bxos.",08023,Barcelona,Barcelonès,/,,Associacions civils i culturals,"Atletisme, Escacs, Excursionisme, Futbol sala (Futbol cinc), Gimnàstica, Petanca"
A00194,AGRUPACIO AUTONOMA FUTBOLISTES VETERANS CATALUNYA,"Linne,  32",08224,Terrassa,Vallès Occidental,93-7882388 /,,Associacions civils i culturals,Futbol
A00195,AAVV LA MIRANDA,"Linda Vista, 17 1r 4a",08940,Cornellà de Llobregat,Baix Llobregat,93-3765240 /,,Associacions civils i culturals,Petanca
A00196,CLUB JUVENIL JUAN RAMON JIMENEZ,"FERLANDINA, 16, 1R.",08001,Barcelona,Barcelonès,93-3027885 /,,Associacions civils i culturals,Activitats físico-esportives
A00197,APA COL·LEGI PUBLIC GUINEUETA,"Caçador, 37-39",08031,Barcelona,Barcelonès,93-3543616 /,,AMPA,"Basquetbol, Futbol sala (Futbol cinc), Handbol, Poliesportiu, Tennis taula"
A00198,UNION RECREATIVA LARU,"RIERA DE CAN GENER, S/N",08301,Mataró,Maresme,93-7905200 /,,Associacions civils i culturals,"Atletisme, Basquetbol, Futbol, Futbol sala (Futbol cinc), Gimnàstica, Petanca, Tennis taula, Voleibol"
A00199,APA CP JOAN MIRO,"Europa, 153",08907,"Hospitalet de Llobregat, l'",Barcelonès,93-3353895 /,,AMPA,"Basquetbol, Futbol sala (Futbol cinc), Gimnàstica ritmica, Karate"
A00200,CASA DE LOS NAVARROS-NAFAREN ETXEA,"Maragall, 375",08032,Barcelona,Barcelonès,93-4204591 /,,Associacions civils i culturals,Pilota
A00201,PENYA CULTURAL BARCELONESA,"SANT PERE MÉS BAIX, 55",08003,Barcelona,Barcelonès,93-3191010 /,,Associacions civils i culturals,Lluita
A00202,APA COL·LEGI MARCEL·LI DOMINGO,"Edificio Chile C, 8 3r",43007,Tarragona,Tarragonès,977-219110 /,,AMPA,"Basquetbol, Futbol sala (Futbol cinc)"
A00203,ASSOCIACIO CENTRE JUVENIL MARTI-CODOLAR,"Torelló, 8",08035,Barcelona,Barcelonès,93-4291801 /,,Associacions civils i culturals,"Basquetbol, Futbol, Gimnàstica, Voleibol"
A00204,ASOCIACION JUVENIL CENTRO AMIGOS,"La Laguna, 1",08620,Sant Vicenç dels Horts,Baix Llobregat,93-6566358 /,,Associacions civils i culturals,"Basquetbol, Futbol sala (Futbol cinc), Gimnàstica, Taekwon-do, Voleibol"
A00205,ASSOCIACIO DE MARES I PARES D'ALUMNES DEL CEIP BONAVISTA,"Bonavista, 28",25337,Bellcaire d'Urgell,Noguera,/,,Seccions Esportives escolars,"Escacs, Tennis taula"
A00206,ASSOCIACIO DE MARES I PARES D'ALUMNES DEL CEIP PAX DE TARRAGONA,"Josep Gramunt i Subiela, 55-57",43007,Tarragona,Tarragonès,977-217757 /,,Seccions Esportives escolars,Futbol
A00207,AAVV E.E.N. PARETS DEL VALLES,"Casanova, 72",08150,Parets del Vallès,Vallès Oriental,/,,Associacions civils i culturals,Basquetbol
A00208,APA AGRUPACIO ESCOLAR RAMON FARRERONS,"De la Font, 8",25220,Bell-lloc d'Urgell,Pla d'Urgell,973-560293 /,,AMPA,"Atletisme, Basquetbol, Ciclisme, Escacs, Frontennis, Futbol sala (Futbol cinc), Handbol, Hockey, Natació, Tennis taula"
A00209,APA COLEGIO EMILIA PARDO BAZAN,"Fluvià, s/n",08019,Barcelona,Barcelonès,/,,AMPA,Activitats físico-esportives
A00210,COLLA VELLA DELS XIQUETS DE VALLS,"ESGLESIA, 8",43800,Valls,Alt Camp,/,,Associacions civils i culturals,"Atletisme, Basquetbol, Futbol, Futbol sala (Futbol cinc), Gimnàstica, Handbol, Tennis taula, Voleibol"
A00211,TENNIS-CLUB ESPLAI POLISPORTIU,"ROMERO, 24",43882,Calafell,Baix Penedès,977-690329 /,,Associacions civils i culturals,Activitats físico-esportives
A00212,CLUB CASINO SANTFELIUENC,"Joan Batllori, 6",08980,Sant Feliu de Llobregat,Baix Llobregat,93-6666201 /,,Associacions civils i culturals,"Tennis taula, Voleibol"
A00213,ESPELEO CLUB DE SALOU,"CARLES ROIG, 1 -CASAL SALOU-",43480,Salou,Tarragonès,977-380119 /,,Associacions civils i culturals,"Espeleologia, Esquí alpí, Excursionisme"
A00214,APA COLEGIO LA PRESENTACION,"Cervantes, 1",43201,Reus,Baix Camp,977-314648 /,,AMPA,"Basquetbol, Escacs, Futbol sala (Futbol cinc), Gimnàstica, Handbol, Judo, Minibàsquet  (Bàsquet), Tennis taula, Voleibol"
A00215,S.C. PROMOTORA D'ACTIVITATS EDUCATIVES,"TREBALL, 10, 3R.",08901,"Hospitalet de Llobregat, l'",Barcelonès,93-3378485 /,,Associacions civils i culturals,"Activitats físico-esportives, Activitats físico-esportives"
A00216,APA INSTITUT POLITECNIC FP FRANCESC VIDAL I BARRAQUER,"Lluís Companys, 3",43005,Tarragona,Tarragonès,/,,AMPA,Activitats físico-esportives
A00217,AGRUPACION FUNCIONARIOS SEGURIDAD SOCIAL,"Nova, 84",43003,Tarragona,Tarragonès,977-236011 /,,Associacions civils i culturals,"Basquetbol, Escacs, Futbol, Futbol sala (Futbol cinc), Natació, Petanca, Tennis, Tennis taula, Voleibol"
A00218,SOCIETAT CULTURAL RECREATIVA LA GRAN PENYA,"Principal, 52",08800,Vilanova i la Geltrú,Garraf,93 893 88 71 /,info@granpenya.cat,Associacions civils i culturals,"Basquetbol, Billar, Escacs, Futbol sala (Futbol cinc), Hockey, Patinatge sobre rodes"
A00219,"AMPA COL·LEGI JESUS, MARIA I JOSEP DE BARCELONA","Sant Sebastià, 55",08030,Barcelona,Barcelonès,93-3468405 /,secretaria.ampa@santandreu.manyanet.org,AMPA,"Basquetbol, Escacs, Futbol sala (Futbol cinc), Handbol, Hoquei sobre patins, Patinatge artístic, Patinatge sobre rodes"
A00220,ORGANITZACIO DE VEINS BARRIADA PARDINYES,"PEDRO CALVER, 5  APT.CORREUS 408",25005,Lleida,Segrià,/,,Associacions civils i culturals,Futbol sala (Futbol cinc)
A00221,APA Y EXALUMNOS DEL CP M. GUILLEM DE MON-RODON,"de Roda, s/n",08500,Vic,Osona,/,,Seccions Esportives escolars,"Basquetbol, Futbol sala (Futbol cinc), Patinatge artístic"
A00222,APA CP MONSENY,"Torrent del Remei, 2-10",08023,Barcelona,Barcelonès,93-2139845 /,,AMPA,"Basquetbol, Futbol sala (Futbol cinc), Gimnàstica ritmica, Poliesportiu"
A00223,APA COL·LEGI CATERINA FIGUERAS,"Antoni Figueres, 52-54",08551,Tona,Osona,/,,AMPA,"Atletisme, Basquetbol, Futbol sala (Futbol cinc), Natació"
A00224,APA ESCUELA GRADUADA MIXTA CORBERA EBRO,"Dr. Ferran, 7",43784,Corbera d'Ebre,Terra Alta,/,,AMPA,"Atletisme, Escacs, Futbol sala (Futbol cinc), Tennis taula"
A00225,AGRUPACIO BOMBERS DE LA GENERALITAT,"Universitat Autònoma Bellaterra, s/n",08290,Cerdanyola del Vallès,Vallès Occidental,93-6926080 /,,Associacions civils i culturals,Ciclisme
A00227,A.E. A.P.A. CASTELLDANS,"Moragas, s/n",25154,Castelldans,Garrigues,/,,AMPA,Activitats físico-esportives
A00228,GRUPO DE EMPRESA HIFRENSA-CNV,"POBLADO HIFRENSA, S/N",43891,Vandellòs i l'Hospitalet de l'Infant,Baix Camp,/,,Associacions civils i culturals,"Billar, Escacs, Tennis"
A00229,AMPA DEL CEIP LES FONTETES DE CERDANYOLA DEL VALLES,"Greco, 1",08290,Cerdanyola del Vallès,Vallès Occidental,936922170 /,,Seccions Esportives escolars,"Basquetbol, Escacs, Futbol sala (Futbol cinc), Gimnàstica ritmica, Handbol, Karate, Natació"
A00230,APA ESCOLA ASSIS,"de la Plaça, 35-41",08330,Premià de Mar,Maresme,93-7510171 /,,AMPA,"Atletisme, Basquetbol, Escacs, Excursionisme, Futbol, Futbol sala (Futbol cinc), Minibàsquet  (Bàsquet), Natació, Tennis taula, Vela"
A00231,APA I AMICS COL·LEGI LES ALZINES,"Creu Palau, s/n",17003,Girona,Gironès,972-212162 /,,AMPA,"Atletisme, Basquetbol, Handbol, Voleibol"
A00232,AAVV BARRIO DE LES PLANES,"Extremadura, 6",08970,Sant Joan Despí,Baix Llobregat,/,,Associacions civils i culturals,Petanca
A00234,CENTRO ASTURIANO,"de Gràcia, 78 pral. B",08008,Barcelona,Barcelonès,93-2154002 /,,Associacions civils i culturals,"Bitlles, Excursionisme, Piragüisme"
A00235,CASAL DE LA MAINADA VILAROMARENCA,"Montserrat, 15",08254,"Pont de Vilomara i Rocafort, el",Bages,/,,Associacions civils i culturals,"Gimnàstica, Gimnàstica artística, Gimnàstica ritmica"
A00236,PEÑA CULTURAL RECREATIVA RINCON ANDALUZ,"Sants, 52 bxos.",08924,Santa Coloma de Gramenet,Barcelonès,93-3915453 /,,Associacions civils i culturals,"Futbol, Petanca"
A00237,APA COLEGIO SALESIANO SANTO ANGEL,"Sant Joan Bosco, 74",08017,Barcelona,Barcelonès,93-2032300 /,,AMPA,"Futbol, Hoquei sobre patins"
A00238,UNIO DE BANCARIS DE BARCELONA,"PG.GRÀCIA, 89, 6E.4R.",08008,Barcelona,Barcelonès,93-2159933 /,,Associacions civils i culturals,"Esquaix, Esquí nàutic, Frontennis, Futbol sala (Futbol cinc), Tennis, Vela, Windsurfing T.D.V. (Vela)"
A00240,ASSOCIACIO D'AVIS DEL CARMEL,"Pantà de Tremp, 9",08032,Barcelona,Barcelonès,/,,Associacions civils i culturals,"Escacs, Excursionisme, Gimnàstica, Natació"
A00241,CLUB SANT LLORENC DELS PINS,"GARBI, 2",08230,Matadepera,Vallès Occidental,/,,Associacions civils i culturals,"Frontennis, Tennis"
A00242,CLUB PETANCA CASA DE ARAGON,"ENRIC MORERA, 73",08820,"Prat de Llobregat, el",Baix Llobregat,93-3700902 /,,Associacions civils i culturals,Petanca
A00243,ASSOCIACIO CULTURAL ESPORTIVA RECREATIVA FRANCESC MACIA,"Casp, 26",08010,Barcelona,Barcelonès,/,,Associacions civils i culturals,Activitats físico-esportives
A00244,APA ESCUELA PUBLICA DE BELLVEI,"Afores, s/n",43719,Bellvei,Baix Penedès,/,,AMPA,"Atletisme, Futbol sala (Futbol cinc)"
A00245,APA JARDIN INFANCIA MUNICIPAL SELVA CAMPO,"Pompeu Fabra, s/n",43470,"Selva del Camp, la",Baix Camp,/,,AMPA,Gimnàstica
A00246,SOCIEDAD CULTURAL RECREATIVA EL CASAL,SANT MAGI (CANT. CRA.BARCELONA),43719,Bellvei,Baix Penedès,/,,Associacions civils i culturals,Escacs
A00247,MOTO-NATURA (REUS),"SANTA TERESA, 9-11, PRAL.",43201,Reus,Baix Camp,/,,Associacions civils i culturals,Motociclisme
A00248,CLUB SIGLO XX,"PL. MARTIRES, 8",43717,"Bisbal del Penedès, la",Baix Penedès,/,,Associacions civils i culturals,"Escacs, Futbol, Natació, Tennis, Tennis taula"
A00249,APA DEL COLEGIO MARIA-MARIA REINA,"Esglanyers, 1",17800,Olot,Garrotxa,972-261391 /,,AMPA,"Atletisme, Basquetbol, Futbol sala (Futbol cinc), Gimnàstica artística, Marxa atlètica  (Atletisme), Minibàsquet  (Bàsquet)"
A00250,APA DE LES ESCOLES SALESIANES DE SANT JOSEP ROCAFORT,"Rocafort, 42",08015,Barcelona,Barcelonès,/,,AMPA,Futbol
A00251,APA DEL COLEGIO SAN JOSE,"Nàpols, 359",08025,Barcelona,Barcelonès,/,,AMPA,"Basquetbol, Escacs, Tennis taula"
A00252,CASAL DE L'ESPLUGA DE FRANCOLI,"Montserrat Canals, s/n",43440,"Espluga de Francolí, l'",Conca de Barberà,977-870359 /,,Associacions civils i culturals,"Hoquei sobre patins, Patinatge sobre rodes, Tennis"
A00253,CENTRO INICIATIVAS TURISMO Z. SEGUR CALAFELL.,"La Vid, s/n",43882,Calafell,Baix Penedès,/,,Associacions civils i culturals,"Atletisme, Ciclisme, Escacs, Frontennis, Futbol sala (Futbol cinc), Pesca mar-costa ( a Pesca), Petanca, Pop-cross  (Automobilisme), Tennis"
A00254,APA ESCOLA SALESIANA MARE DE DEU DOLORS,"Roselló, s/n",08830,Sant Boi de Llobregat,Baix Llobregat,/,,AMPA,"Atletisme, Basquetbol, Futbol, Futbol sala (Futbol cinc)"
A00255,GRUP DE DONES ONZE DE NOVEMBRE,"PEP VENTURA, 1. CASAL BARRI LES OLIVERES",08924,Santa Coloma de Gramenet,Barcelonès,/,,Associacions civils i culturals,"Activitats físico-esportives, Activitats físico-esportives"
A00256,APA CP MIXTE DE EL MASROIG,**** NO CONSTA ****,43736,"Masroig, el",Priorat,/,,AMPA,"Atletisme, Basquetbol, Escacs, Futbol, Tennis taula"
A00257,APA COL·LEGI PUBLIC DE VIMBODI,"Mestre Garcia, s/n",43430,Vimbodí i Poblet,Conca de Barberà,/,,AMPA,Activitats físico-esportives
A00258,APA DEL CENTRO PUBLICO TERRA ROJA,"Circunval·lació, 45-47",08923,Santa Coloma de Gramenet,Barcelonès,/,,AMPA,"Basquetbol, Futbol sala (Futbol cinc)"
A00259,AMPA DEL CEIP BANUS,"Banus, 68",08201,Santa Coloma de Gramenet,Barcelonès,933863071 /,,Seccions Esportives escolars,"Basquetbol, Escacs, Futbol, Patinatge artístic, Taekwon-do"
A00260,APA CP VIRGEN DE MONTSERRAT,"Algarrobo, s/n",08940,Cornellà de Llobregat,Baix Llobregat,93-3760197 /,,AMPA,"Atletisme, Basquetbol, Futbol, Futbol sala (Futbol cinc), Handbol, Minibàsquet  (Bàsquet), Natació, Poliesportiu"
A00261,ELS BEN GIRBATS,"PL. COMAS, 18",08028,Barcelona,Barcelonès,/,,Associacions civils i culturals,Activitats físico-esportives
A00262,APA DEL COLEGIO SAN VICENTE DE PAUL,"Les Carolines, 10",08012,Barcelona,Barcelonès,93-2378854 /,,AMPA,Activitats físico-esportives
A00263,"AAVV BADAL, BRASIL I LA BORDETA","Badal, 124",08028,Barcelona,Barcelonès,93-4228030 /,,Associacions civils i culturals,Activitats físico-esportives
A00264,SPORTDROG,"DIAGONAL, 440, 2ºN 1ª/2ª",08037,Barcelona,Barcelonès,93-2170140 /,,Associacions civils i culturals,Activitats físico-esportives
